ID,Zero Crossing Rate,Spectral Centroid,Spectral Rolloff
1496,32850,3719.636361,7418.430423
1497,3156,911.5877329,1901.565097
1498,3633,761.2978589,1612.774499
15,9564,1640.944422,3460.29212
1500,6146,876.2502997,1756.30188
1501,1140,961.8715921,1527.095614
1502,1081,2545.659588,4752.856445
1503,10757,1103.293041,1747.216585
1506,30524,3406.728393,7201.732974
1508,2343,1297.461844,2586.73584
1510,4729,886.6221769,1364.752652
1511,1079,1083.672065,2054.350398
1512,45492,3223.755464,5720.529467
1515,8653,457.8971576,583.2315376
1516,1132,3986.872782,7489.248047
1517,3906,904.8292658,1263.443513
1518,16969,2399.463172,4255.441998
152,10151,1123.27579,2149.655086
1520,902,1386.06704,2904.728947
1521,8435,1201.486786,2037.521253
1523,11716,1008.180373,1580.443487
1525,1013,933.4006178,1698.482182
1527,10431,1432.754117,2967.462636
1528,2998,640.9718863,948.0622637
1529,6936,902.2370346,1666.675649
153,36982,2799.804731,4780.277471
1530,12664,1552.51235,3541.213273
1531,3270,486.3892744,691.4342731
1532,8882,722.7550944,1152.398617
1534,15666,1566.677124,3105.763667
1536,9241,757.965482,1326.754566
1537,15950,1989.441753,4032.493169
1540,10312,1319.346616,2257.521544
1542,5634,960.9554464,1988.786024
1546,8422,1147.686862,2364.501741
1547,7498,983.2712764,1963.609672
1548,9301,1037.813582,1640.798871
1549,19133,1816.666516,2651.275635
1550,10233,774.8371868,1193.719642
1551,996,826.6545325,1369.686312
1552,10732,1050.179546,1468.002717
1554,2500,280.6415568,496.5522279
1555,19964,1994.4852,4237.860367
1556,16710,1911.235865,3976.433636
1558,23012,1871.685673,3519.617655
1560,9886,1664.761694,4207.2134
1561,19314,1965.007316,4136.293517
1562,17513,2241.145139,4821.689878
1563,5902,1047.848862,1990.978685
1564,2117,877.0176762,1647.916004
1565,1273,230.6077309,119.9502499
1567,7205,895.7692781,1800.370496
1569,84352,4338.340593,6774.74086
1570,1308,230.3220864,118.1176368
1571,9699,1122.171521,1845.988451
1573,5074,841.5602706,1309.029762
1574,30530,3406.728811,7201.639351
1578,7760,1051.831239,2093.502678
1579,2127,669.3839857,1425.810122
1581,9624,1049.295567,2050.17508
1584,5311,980.8427629,2218.388035
1586,58425,3563.765898,6179.370702
1588,538,735.1259323,1306.673917
1589,10828,1083.588134,1649.81785
159,9407,717.1087245,1045.505735
1591,9404,1027.226092,1863.3093
1593,26622,2165.705704,4034.822945
1597,8791,1158.81076,2366.56202
1598,10062,1226.217494,2540.200195
1599,9668,714.3769305,948.8353973
160,7822,1566.37954,3750.584664
1601,7937,1118.096755,2275.389521
1602,2964,1546.482416,3893.920898
1603,6086,631.8972582,1201.209451
1604,18210,1257.177724,1972.191746
1605,6947,709.4104932,1403.838852
1606,16003,1005.034763,1743.409265
1607,36608,2943.736771,5734.360715
1608,11938,1150.459468,2205.005727
1612,37436,2954.040994,5701.001431
1613,20700,1821.836436,4293.268277
1614,7585,1112.418424,2447.712415
1615,16140,2701.213587,4339.453125
1616,11034,1906.919532,4625.314851
1618,8744,727.4444957,1094.854153
162,10323,846.1372961,1215.595132
1621,10114,1197.007708,2395.397206
1623,9558,984.0753109,1426.71788
1626,10788,1388.799866,2579.022376
1628,19228,1669.244975,3140.898295
1629,54650,3781.961454,6662.217009
163,1776,851.7505651,1187.806286
1630,13300,1887.656947,4625.458023
1632,5715,677.266507,1207.119296
1633,10441,1170.206057,2186.106905
1634,6834,749.656732,1302.446714
1635,2597,282.6098484,485.2415694
1636,35480,2768.134425,4753.813477
1639,31244,2699.260049,5209.803869
164,19883,1837.540271,3217.996773
1640,10630,1710.436856,4183.053784
1647,6575,672.3727002,1351.98163
1648,11999,1704.171107,4174.091161
1649,5713,2253.408866,4512.502035
165,3624,1186.471189,3212.456107
1651,18485,1496.823641,2595.09426
1652,26955,2329.938285,4037.381963
1653,2658,1052.722986,2377.504883
1656,2918,839.1976953,1581.704176
1660,9066,738.3634952,1195.716924
1661,3133,1018.244746,2100.117265
1663,950,1448.867521,3045.906313
1664,12010,1364.920625,3106.5368
1666,5188,709.2052936,1134.072486
1667,2807,1304.404405,3020.651634
1669,13869,1521.621679,3637.708234
167,17433,2083.070378,4270.732863
1672,2750,1706.521554,4926.110309
1673,11339,1819.651868,3715.097987
1674,37304,2632.287948,5204.762441
1675,14075,1170.896403,2038.781998
1677,5913,1362.244138,2764.90353
1678,6432,996.9045993,1941.138085
1679,5261,1475.529707,3399.753156
168,20454,2896.222303,5251.017924
1680,12509,1103.239079,1776.20839
1681,23136,2268.856251,4645.788574
1686,2226,702.0670327,1071.362759
1687,18477,2567.006025,5459.478388
1688,4730,709.8785897,1160.670856
1689,8164,925.2419409,1700.89397
1690,16428,1879.377739,4227.523284
1695,7675,555.8972267,767.4067071
1697,2824,638.8492986,1295.256529
1699,115,882.5984605,1662.956225
17,1613,433.8575753,508.8364621
170,29463,2365.416635,3321.137695
1701,5977,583.0027003,1051.118112
1702,8653,789.4939039,1125.936863
1703,5227,722.1353163,1130.206818
1704,7876,732.9341689,1449.310562
1705,5660,883.839817,1793.32639
1706,13445,2184.498451,4845.626061
1708,7812,1066.123256,2025.323746
1709,10389,1372.558082,2498.213127
171,51470,3844.18075,7265.766615
1711,3726,749.5335748,1399.314588
1713,4229,759.2232803,1134.165011
1714,3595,828.2038987,1012.976853
1715,7533,813.0563367,1488.724524
1716,8130,1180.996499,2432.908338
1718,11721,1106.928747,1793.526832
1719,7535,730.7913581,1136.235352
172,7738,1582.71796,3449.962424
1720,3366,978.3109594,1778.074524
1722,30403,1210.48734,2403.202956
1724,6822,982.2474849,2038.237941
1725,20795,1565.62877,2556.084834
1727,6845,1187.949955,2382.407227
1728,9473,697.3810524,1000.32037
1729,22094,3104.91931,7362.264564
1730,2999,792.6841987,1645.199134
1731,27176,2502.95716,5310.524796
1734,5138,598.9860129,1093.980341
1736,710,1090.173252,2167.363706
1737,4871,715.694966,1241.16581
1738,20437,1590.433043,2738.368079
1739,1302,743.3825063,1375.534774
174,10264,2075.827058,4380.438473
1741,19443,2339.673937,4799.251656
1744,653,229.7415288,124.4172441
1745,21128,2155.140582,4526.582823
1746,8921,887.3727125,1569.862138
1748,8353,1151.932205,2270.286175
1749,8717,603.6921458,729.5698879
175,3279,948.537907,1748.776962
1750,3910,785.3293667,1305.130562
1751,5898,805.9032523,1226.081861
1754,11084,902.2119213,1576.261676
1755,15938,911.808618,1546.353149
176,7303,906.9775864,1370.603983
1760,18417,1689.77719,3316.027378
1761,10018,1849.696855,3337.073793
1763,18248,1603.742557,2949.206225
1765,5172,1378.623534,3145.376826
1766,3295,775.4800723,957.6834821
1767,3340,1325.303043,3055.374278
1768,4213,3654.285037,6211.747123
1769,12605,1115.968272,1790.626274
1771,9545,2154.500393,4510.679018
1773,3003,664.1345793,1407.460088
1774,3127,1433.476254,3340.523057
1776,31600,2550.055064,4970.934214
1777,649,1225.223231,2575.41097
1779,11505,2119.491836,5562.238263
178,15427,1864.537187,3935.458135
1780,9629,1108.037246,2197.274391
1782,16357,1158.928415,1896.544667
1783,12223,2049.415566,4621.743164
1786,7725,545.2711733,750.7413824
1787,3084,1396.715565,3268.552989
1789,1776,950.6657266,1851.605808
179,15918,3112.320965,5896.246828
1791,12321,1136.501053,1927.034434
1792,39084,3032.606499,5580.501231
1794,5757,2376.099472,5446.347515
1795,7417,878.7327895,1700.561311
1796,18075,1601.901328,2953.762525
18,5781,797.6886118,1217.055495
1800,26207,1791.352525,2936.876922
1801,5942,935.5117287,1931.029
1802,9556,1518.425393,3679.150603
1803,0,921.0440499,1701.620924
1805,5305,1550.983899,2752.960205
1806,1454,1153.542317,2409.12679
1807,11725,1492.935606,2794.219451
1808,7398,839.6017644,1444.222571
1809,5555,1306.829684,2934.16419
1812,11451,2992.198243,5656.754212
1813,7999,1148.792879,2340.003821
1816,4268,437.973281,618.8791478
1817,29590,2096.03678,3020.515455
1818,3194,669.7383983,1163.042629
1819,3361,645.3113351,1118.478261
182,9353,779.4936274,1001.666195
1820,16391,1915.795195,4302.087727
1822,22590,2477.256249,5388.397736
1825,25784,2544.203825,5391.94527
1826,42194,3038.01382,5739.659689
1827,10556,1604.839477,3694.879203
1828,7304,715.4582048,1336.806216
1829,10350,1148.609173,2023.309698
1830,3189,890.0506648,1527.052964
1831,1490,1747.667959,5133.858908
1832,6368,796.6100298,1479.74912
1834,8627,1853.64077,4384.583948
1836,6206,1290.428935,3220.387885
1837,0,846.1613816,1776.916504
1839,37458,3076.162631,5781.789869
184,5931,997.7950922,2005.909502
1840,1602,1257.946263,2716.067505
1841,23875,2262.430799,3830.478988
1842,15054,1135.364902,1900.414402
1843,6327,884.5882603,1918.516768
1847,23131,1690.605551,2813.118273
1848,9047,816.0003025,1360.199754
1849,7747,1133.436899,2192.521051
185,10951,1452.174639,3314.677734
1850,1326,417.1608229,688.0602897
1853,7874,1343.678688,2439.626915
1854,0,1058.985927,2665.51182
1856,26659,1796.963723,2928.658798
1858,3017,729.1531345,1537.905949
186,3698,739.3975433,1362.146905
1863,8757,944.776609,1601.503348
1864,4822,964.8118287,1593.457031
1866,5974,1037.932554,1773.212466
1867,9502,1221.744437,2576.806641
1868,19784,1720.482097,3476.839171
1869,13961,1217.837438,2142.491296
187,25167,2326.430317,4691.554433
1870,5412,694.1671675,1321.313996
1871,6645,1046.857893,2106.445507
1872,4343,1093.042011,2218.70011
1873,14950,1856.402202,3921.789232
1874,17417,1992.746612,4067.466033
1876,6364,893.3363456,1664.585325
1877,4382,761.6720119,1483.042096
1879,11694,1123.744577,1696.878821
188,9760,1355.53018,2606.953125
1881,10773,2182.85753,5414.695567
1883,10177,925.7595106,1534.880477
1886,9276,674.203907,843.316975
1889,7136,850.3530372,1490.128864
189,8598,724.1572915,1164.969197
1890,3937,931.4093752,1018.589231
1891,10290,985.9154818,1808.9451
1892,24655,2039.240913,3964.949261
1893,11091,1433.029686,3007.345873
1894,8144,1981.256488,3978.857422
1895,7082,841.4449078,1576.619899
1896,8441,711.9696909,952.9587766
1897,17072,1340.413369,3105.706398
1898,20059,2723.150381,5287.810608
1899,9157,909.808424,1634.182872
19,76,818.1007658,1714.87387
1901,5189,852.6148182,1673.410751
1904,3447,489.5077477,700.3596298
1908,10659,859.1004143,1351.523476
1910,2486,278.6839601,481.2327283
1913,0,981.1965468,2096.393454
1914,30700,1215.338054,2399.317804
1916,7655,541.427897,756.0960486
1917,11771,1207.25031,2181.001401
1918,53733,3568.438449,6033.29144
1919,10990,1810.473482,4772.038431
192,16259,1537.927085,2850.122283
1921,8755,885.8523412,1494.581831
1922,27987,2454.640697,4963.632397
1923,10737,2303.209823,4285.545089
1924,3065,400.9618193,645.0797872
1925,2878,1493.743251,3051.917443
1927,5448,1031.088348,2010.046493
1929,18586,1597.269112,2935.069209
193,8692,1825.374656,4055.295092
1932,8514,1111.478333,2199.0211
1933,9318,1371.884855,3131.551885
1935,3031,414.7921266,700.7167735
1936,11178,1123.90071,1757.671111
1937,4251,1320.953692,2115.567294
1938,10192,860.5681974,1648.850416
1940,10917,1349.214943,2802.905273
1941,2190,555.4562622,1090.147043
1943,3852,1242.63731,3252.830862
1944,20153,1985.043731,4167.419304
1945,13335,2409.973306,4851.687482
1946,4949,667.5514883,957.1040676
1947,350,317.7381942,448.4195107
1948,12134,1585.312853,3357.744141
1949,18095,1637.389402,3873.571258
1950,11564,1603.092485,2960.035241
1952,16251,1823.296852,3764.503227
1956,21051,1869.375632,3685.499345
1957,10397,814.8402551,1276.450832
1958,8607,1644.272198,4007.638355
196,2146,1105.111648,2268.253784
1960,2779,985.1248024,2040.380222
1963,10821,1450.47289,3227.951979
1966,14276,1989.751789,3822.064678
1967,3755,996.989162,1995.254119
1968,8397,1044.135422,2027.241848
197,11039,1056.14047,1870.080673
1970,36051,4664.613118,7985.181768
1971,13607,1291.536583,2521.725331
1973,3344,855.7281391,1586.780069
1974,8767,1258.357199,2539.76329
1976,3266,770.6931168,1630.032269
1977,7720,557.615075,763.3119624
1978,5358,881.8270814,1680.448881
1980,7631,1455.477237,3531.507728
1982,8548,769.6488815,1252.591007
1986,11798,863.5140502,1376.252548
1987,43398,3395.475404,5985.668733
1988,13400,1439.315501,2929.202191
1991,3074,707.5176571,1420.303734
1992,7340,838.8151631,1444.815515
1994,9149,657.0807526,814.9401076
1996,35069,2705.601039,4852.11723
1997,4443,771.6889057,1238.908161
1999,10608,1305.336519,2438.377543
2,36702,2655.003487,4983.438561
20,3230,541.0654445,1117.323582
200,6572,892.1100539,1894.95051
2000,3747,1045.599858,1705.085156
2001,19952,1027.101461,1737.236322
2002,12423,1073.920769,1750.586999
2004,24920,2519.010548,5126.798551
2008,8382,874.9600233,1702.58341
2009,2440,1480.703258,3209.287213
2010,9901,848.8801766,1409.508498
2013,20244,2003.175545,4210.542979
2016,19134,1678.28367,2911.788383
2017,10241,1338.312408,3005.754288
2018,16752,1559.716162,2962.762581
2019,1099,221.4929485,382.3859969
202,2630,861.6791694,1592.487067
2020,4117,804.9301658,1345.325875
2022,11994,1271.763278,2414.496304
2023,27954,2551.165291,5164.733043
2025,27148,2424.335181,4923.858967
2026,10463,1073.523995,2168.324832
2028,9176,1149.156384,2498.939676
2029,8962,705.4057004,910.4650619
2031,3322,830.1435797,877.7643731
2033,8880,1661.248543,3032.528687
2036,11199,2160.811434,3861.027252
2037,9450,1211.650261,2441.771612
2038,5998,854.4637587,1567.086659
2040,1361,362.2118411,456.8783967
2042,5152,943.9026297,1822.994995
2043,12311,1630.220176,3678.058339
2045,1858,415.2209814,794.2100123
2047,11595,2838.621835,5139.257813
2048,9874,1232.4673,2457.500212
2049,7038,877.2828462,1696.999668
2050,49084,2228.604193,3743.292718
2051,5174,672.6323822,1024.373416
2054,62622,3912.408934,6122.701044
2055,7170,1053.71961,2199.226605
2056,28599,1800.581101,4455.032481
2057,8959,817.6256215,1431.458687
2063,12506,2164.728808,4256.521315
2064,32799,2459.639081,5527.666865
2066,10736,1595.768461,3445.885192
2067,4028,808.9855179,1364.144022
2070,36843,2789.797873,4976.47928
2072,12065,1487.629401,3338.957201
2073,11903,1411.611072,2840.034777
2077,1026,358.2944301,608.7650212
2078,319,154.9577891,77.36349355
208,25818,2167.174284,4705.660241
2080,306,702.3663962,1255.59082
2081,16617,2702.180094,5585.940076
2082,8823,661.0196132,842.1143227
2083,10550,963.2556953,1400.001486
2084,12188,2001.400445,4964.863684
2087,3168,791.3244643,1702.121688
2089,665,1221.026334,2549.784582
2090,2502,852.9566701,1289.014191
2091,69764,5292.135216,8382.158203
2094,13420,1531.760879,3361.270593
2095,7577,1006.942172,1960.800994
2096,0,874.1824514,1961.828613
2098,15869,1738.280143,3508.795361
2099,699,475.7950597,696.3026495
2101,13935,1593.575532,3312.362151
2102,7044,1109.658907,2108.256624
2103,4703,771.5816425,1325.494644
2104,5602,748.7792803,912.4460768
2105,613,539.8499155,587.7115103
2106,11471,956.48711,1710.343381
2107,11736,1067.732638,2012.886379
2108,3086,428.9625055,773.5058724
211,8622,957.3121692,1904.25293
2113,9498,881.5794039,1712.357762
2116,9758,1052.17555,1629.720194
2117,29095,1193.489814,2389.196338
212,6559,884.886434,1765.006792
2121,15217,1179.847053,2016.53293
2122,2401,398.0091524,756.7313216
2123,11101,1351.967451,3005.456738
2124,13163,1747.381787,3820.395932
2125,41263,4664.048137,7983.034174
2126,4404,1412.451637,3048.115066
2127,26172,2695.131102,5431.807757
2129,3436,1701.62179,4991.866091
213,7918,692.0769169,1145.268607
2130,3595,2473.781429,5572.273202
2132,16385,1548.456186,2947.786696
2133,1031,602.4772512,826.5005095
2134,4800,574.751505,937.0379509
2135,26840,2332.880271,4282.205121
2138,2635,1429.892967,4310.678101
2139,10418,1285.599099,2671.949801
214,6923,1119.149096,2315.942807
2140,16954,1891.70342,4196.970189
2141,16265,1799.690385,3874.853091
2142,37299,2986.21343,5732.499468
2144,11394,1112.919883,1692.478558
2145,28532,2169.302724,3889.205738
2148,6582,604.6499012,961.3200736
2149,2768,807.5297909,1694.912746
215,5506,2667.304433,4123.428955
2150,3441,1038.208722,2047.286468
2152,9255,1236.741261,2647.991041
2154,18115,1356.175617,1952.21892
2156,7081,1132.648493,2201.379925
2157,7670,702.0336353,1396.651572
216,41170,3187.332323,5848.917289
2160,4359,1306.857304,3377.963971
2162,36551,2833.577124,5521.061739
2163,32078,2868.902164,5442.751146
2168,5381,717.8488934,1141.173862
2169,5902,1221.150987,2826.519256
217,5204,679.9812599,1039.807454
2170,26590,1998.810137,3943.382361
